date,country,energy
2018-12,DE,104.35
2019-01,DE,103.41
2019-02,DE,103.95
2019-03,DE,104.4
2019-04,DE,105.42
2019-05,DE,105.67
2019-06,DE,106.0
2019-07,DE,106.42
2019-08,DE,106.27
2019-09,DE,106.24
2019-10,DE,106.3
2019-11,DE,105.45
2019-12,DE,106.02
2020-01,DE,105.13
2020-02,DE,105.71
2020-03,DE,105.77
2020-04,DE,106.25
2020-05,DE,106.16
2020-06,DE,106.87
2020-07,DE,106.38
2020-08,DE,106.17
2020-09,DE,105.85
2020-10,DE,105.82
2020-11,DE,104.72
2020-12,DE,105.34
2021-01,DE,106.8
2021-02,DE,107.41
2021-03,DE,107.86
2021-04,DE,108.41
2021-05,DE,108.75
2021-06,DE,109.06
2021-07,DE,109.73
2021-08,DE,109.82
2021-09,DE,110.06
2021-10,DE,110.74
2021-11,DE,110.97
2021-12,DE,111.31
2022-01,DE,112.27
2022-02,DE,113.25
2022-03,DE,116.08
2022-04,DE,116.94
2022-05,DE,118.16
2022-06,DE,118.13
2022-07,DE,118.96
2022-08,DE,119.51
2022-09,DE,122.15
2022-10,DE,123.54
2022-11,DE,123.53
2022-12,DE,121.99
2023-01,DE,122.65
2023-02,DE,123.82
2023-03,DE,125.06
2023-04,DE,125.77
2023-05,DE,125.6
2023-06,DE,126.09
2023-07,DE,126.7
2023-08,DE,127.16
2023-09,DE,127.35
2023-10,DE,127.16
2023-11,DE,126.31
2023-12,DE,126.56
2018-01,ES,101.22
2018-02,ES,101.37
2018-03,ES,102.59
2018-04,ES,103.36
2018-05,ES,104.32
2018-06,ES,104.56
2018-07,ES,103.31
2018-08,ES,103.41
2018-09,ES,104.06
2018-10,ES,104.77
2018-11,ES,104.52
2018-12,ES,104.0
2019-01,ES,102.26
2019-02,ES,102.47
2019-03,ES,103.9
2019-04,ES,105.06
2019-05,ES,105.31
2019-06,ES,105.18
2019-07,ES,103.98
2019-08,ES,103.87
2019-09,ES,104.28
2019-10,ES,104.97
2019-11,ES,105.01
2019-12,ES,104.88
2020-01,ES,103.42
2020-02,ES,103.36
2020-03,ES,103.98
2020-04,ES,104.35
2020-05,ES,104.41
2020-06,ES,104.87
2020-07,ES,103.23
2020-08,ES,103.23
2020-09,ES,103.69
2020-10,ES,104.01
2020-11,ES,104.12
2020-12,ES,104.28
2021-01,ES,103.87
2021-02,ES,103.27
2021-03,ES,105.22
2021-04,ES,106.39
2021-05,ES,106.95
2021-06,ES,107.46
2021-07,ES,106.18
2021-08,ES,106.65
2021-09,ES,107.87
2021-10,ES,109.6
2021-11,ES,109.87
2021-12,ES,111.13
2022-01,ES,110.26
2022-02,ES,111.15
2022-03,ES,115.51
2022-04,ES,115.21
2022-05,ES,116.03
2022-06,ES,118.22
2022-07,ES,117.54
2022-08,ES,117.84
2022-09,ES,117.55
2022-10,ES,117.61
2022-11,ES,117.22
2022-12,ES,117.22
2023-01,ES,116.72
2023-02,ES,117.82
2023-03,ES,119.06
2023-04,ES,119.61
2023-05,ES,119.44
2023-06,ES,120.13
2023-07,ES,120.03
2023-08,ES,120.68
2023-09,ES,121.38
2023-10,ES,121.69
2023-11,ES,121.05
2023-12,ES,121.06
2018-01,FR,102.06
2018-02,FR,102.05
2018-03,FR,103.22
2018-04,FR,103.43
2018-05,FR,103.92
2018-06,FR,103.93
2018-07,FR,103.8
2018-08,FR,104.35
2018-09,FR,104.12
2018-10,FR,104.24
2018-11,FR,104.0
2018-12,FR,104.1
2019-01,FR,103.52
2019-02,FR,103.64
2019-03,FR,104.55
2019-04,FR,104.93
2019-05,FR,105.06
2019-06,FR,105.35
2019-07,FR,105.11
2019-08,FR,105.67
2019-09,FR,105.28
2019-10,FR,105.2
2019-11,FR,105.27
2019-12,FR,105.78
2020-01,FR,105.24
2020-02,FR,105.27
2020-03,FR,105.34
2020-04,FR,105.32
2020-05,FR,105.49
2020-06,FR,105.58
2020-07,FR,106.01
2020-08,FR,105.89
2020-09,FR,105.3
2020-10,FR,105.27
2020-11,FR,105.5
2020-12,FR,105.75
2021-01,FR,106.03
2021-02,FR,106.07
2021-03,FR,106.8
2021-04,FR,107.02
2021-05,FR,107.38
2021-06,FR,107.57
2021-07,FR,107.64
2021-08,FR,108.38
2021-09,FR,108.16
2021-10,FR,108.64
2021-11,FR,109.09
2021-12,FR,109.34
2022-01,FR,109.51
2022-02,FR,110.49
2022-03,FR,112.26
2022-04,FR,112.78
2022-05,FR,113.63
2022-06,FR,114.6
2022-07,FR,114.94
2022-08,FR,115.49
2022-09,FR,114.9
2022-10,FR,116.32
2022-11,FR,116.81
2022-12,FR,116.7
2023-01,FR,117.22
2023-02,FR,118.55
2023-03,FR,119.76
2023-04,FR,120.55
2023-05,FR,120.46
2023-06,FR,120.71
2023-07,FR,120.77
2023-08,FR,122.1
2023-09,FR,121.4
2023-10,FR,121.61
2023-11,FR,121.32
2023-12,FR,121.49
2018-01,IT,100.6
2018-02,IT,100.1
2018-03,IT,102.4
2018-04,IT,102.9
2018-05,IT,103.2
2018-06,IT,103.4
2018-07,IT,102.0
2018-08,IT,101.8
2018-09,IT,103.5
2018-10,IT,103.7
2018-11,IT,103.4
2018-12,IT,103.3
2019-01,IT,101.5
2019-02,IT,101.2
2019-03,IT,103.5
2019-04,IT,104.0
2019-05,IT,104.1
2019-06,IT,104.2
2019-07,IT,102.3
2019-08,IT,102.3
2019-09,IT,103.7
2019-10,IT,103.9
2019-11,IT,103.6
2019-12,IT,103.8
2020-01,IT,101.9
2020-02,IT,101.4
2020-03,IT,103.6
2020-04,IT,104.1
2020-05,IT,103.8
2020-06,IT,103.8
2020-07,IT,103.1
2020-08,IT,101.8
2020-09,IT,102.7
2020-10,IT,103.3
2020-11,IT,103.3
2020-12,IT,103.5
2021-01,IT,102.6
2021-02,IT,102.4
2021-03,IT,104.2
2021-04,IT,105.1
2021-05,IT,105.0
2021-06,IT,105.2
2021-07,IT,104.1
2021-08,IT,104.3
2021-09,IT,105.7
2021-10,IT,106.6
2021-11,IT,107.3
2021-12,IT,107.8
2022-01,IT,107.8
2022-02,IT,108.7
2022-03,IT,111.3
2022-04,IT,111.7
2022-05,IT,112.7
2022-06,IT,114.1
2022-07,IT,112.8
2022-08,IT,113.8
2022-09,IT,115.6
2022-10,IT,120.0
2022-11,IT,120.8
2022-12,IT,121.1
2023-01,IT,119.3
2023-02,IT,119.4
2023-03,IT,120.3
2023-04,IT,121.3
2023-05,IT,121.7
2023-06,IT,121.8
2023-07,IT,119.9
2023-08,IT,120.1
2023-09,IT,122.1
2023-10,IT,122.2
2023-11,IT,121.5
2023-12,IT,121.7
2018-01,DE,70.29
2018-02,DE,70.2
2018-03,DE,70.38
2018-04,DE,70.39
2018-05,DE,70.49
2018-06,DE,70.29
2018-07,DE,70.01
2018-08,DE,69.82
2018-09,DE,70.44
2018-10,DE,70.33
2018-11,DE,70.22
2018-12,DE,70.34
2019-01,DE,70.7
2019-02,DE,71.08
2019-03,DE,70.74
2019-04,DE,70.75
2019-05,DE,71.02
2019-06,DE,71.09
2019-07,DE,71.33
2019-08,DE,71.47
2019-09,DE,71.36
2019-10,DE,71.09
2019-11,DE,71.44
2019-12,DE,71.74
2020-01,DE,72.53
2020-02,DE,73.42
2020-03,DE,73.31
2020-04,DE,74.04
2020-05,DE,74.1
2020-06,DE,74.05
2020-07,DE,72.06
2020-08,DE,71.93
2020-09,DE,71.77
2020-10,DE,72.05
2020-11,DE,72.3
2020-12,DE,72.02
2021-01,DE,73.91
2021-02,DE,74.47
2021-03,DE,74.46
2021-04,DE,75.37
2021-05,DE,75.12
2021-06,DE,74.95
2021-07,DE,75.18
2021-08,DE,75.16
2021-09,DE,75.19
2021-10,DE,75.18
2021-11,DE,75.56
2021-12,DE,76.26
2022-01,DE,77.41
2022-02,DE,78.15
2022-03,DE,78.82
2022-04,DE,81.35
2022-05,DE,82.99
2022-06,DE,83.85
2022-07,DE,85.56
2022-08,DE,86.82
2022-09,DE,88.26
2022-10,DE,89.38
2022-11,DE,90.5
2022-12,DE,91.15
2023-01,DE,92.54
2023-02,DE,94.73
2023-03,DE,95.99
2023-04,DE,95.58
2023-05,DE,95.47
2023-06,DE,95.47
2023-07,DE,95.29
2023-08,DE,94.99
2023-09,DE,95.44
2023-10,DE,95.48
2023-11,DE,96.01
2023-12,DE,96.08
2018-01,ES,71.35
2018-02,ES,71.23
2018-03,ES,71.29
2018-04,ES,71.37
2018-05,ES,71.87
2018-06,ES,72.2
2018-07,ES,71.69
2018-08,ES,71.72
2018-09,ES,71.72
2018-10,ES,72.6
2018-11,ES,72.21
2018-12,ES,72.09
2019-01,ES,72.03
2019-02,ES,72.22
2019-03,ES,71.96
2019-04,ES,71.95
2019-05,ES,72.26
2019-06,ES,72.55
2019-07,ES,72.35
2019-08,ES,72.43
2019-09,ES,72.36
2019-10,ES,73.44
2019-11,ES,73.41
2019-12,ES,73.29
2020-01,ES,73.49
2020-02,ES,73.66
2020-03,ES,73.77
2020-04,ES,74.81
2020-05,ES,74.8
2020-06,ES,74.57
2020-07,ES,73.95
2020-08,ES,74.02
2020-09,ES,74.08
2020-10,ES,75.09
2020-11,ES,74.4
2020-12,ES,74.13
2021-01,ES,74.76
2021-02,ES,74.81
2021-03,ES,74.84
2021-04,ES,75.06
2021-05,ES,75.38
2021-06,ES,75.37
2021-07,ES,75.22
2021-08,ES,75.42
2021-09,ES,75.38
2021-10,ES,76.37
2021-11,ES,76.82
2021-12,ES,77.8
2022-01,ES,78.32
2022-02,ES,78.98
2022-03,ES,79.93
2022-04,ES,82.65
2022-05,ES,83.66
2022-06,ES,85.13
2022-07,ES,85.39
2022-08,ES,85.79
2022-09,ES,86.2
2022-10,ES,88.16
2022-11,ES,88.59
2022-12,ES,90.0
2023-01,ES,90.34
2023-02,ES,92.12
2023-03,ES,93.1
2023-04,ES,93.35
2023-05,ES,93.7
2023-06,ES,93.93
2023-07,ES,94.65
2023-08,ES,94.82
2023-09,ES,95.28
2023-10,ES,96.49
2023-11,ES,96.59
2023-12,ES,96.56
2018-01,FR,76.0
2018-02,FR,75.88
2018-03,FR,76.18
2018-04,FR,76.22
2018-05,FR,76.96
2018-06,FR,76.81
2018-07,FR,76.89
2018-08,FR,77.11
2018-09,FR,77.59
2018-10,FR,77.44
2018-11,FR,77.25
2018-12,FR,77.73
2019-01,FR,78.17
2019-02,FR,78.23
2019-03,FR,78.01
2019-04,FR,78.05
2019-05,FR,78.63
2019-06,FR,78.72
2019-07,FR,79.18
2019-08,FR,79.58
2019-09,FR,79.14
2019-10,FR,78.75
2019-11,FR,78.84
2019-12,FR,79.33
2020-01,FR,79.68
2020-02,FR,79.61
2020-03,FR,79.58
2020-04,FR,81.28
2020-05,FR,81.72
2020-06,FR,80.94
2020-07,FR,80.06
2020-08,FR,80.24
2020-09,FR,79.84
2020-10,FR,80.01
2020-11,FR,80.55
2020-12,FR,80.22
2021-01,FR,80.49
2021-02,FR,80.3
2021-03,FR,80.35
2021-04,FR,80.84
2021-05,FR,81.33
2021-06,FR,80.71
2021-07,FR,80.8
2021-08,FR,81.36
2021-09,FR,80.7
2021-10,FR,80.55
2021-11,FR,80.88
2021-12,FR,81.36
2022-01,FR,81.85
2022-02,FR,82.16
2022-03,FR,82.93
2022-04,FR,84.23
2022-05,FR,85.07
2022-06,FR,85.78
2022-07,FR,86.65
2022-08,FR,88.18
2022-09,FR,89.27
2022-10,FR,90.91
2022-11,FR,91.37
2022-12,FR,91.82
2023-01,FR,93.43
2023-02,FR,95.11
2023-03,FR,96.94
2023-04,FR,97.46
2023-05,FR,97.77
2023-06,FR,98.01
2023-07,FR,98.06
2023-08,FR,98.41
2023-09,FR,98.14
2023-10,FR,98.17
2023-11,FR,98.58
2023-12,FR,98.63
2018-01,IT,76.9
2018-02,IT,76.2
2018-03,IT,76.4
2018-04,IT,76.6
2018-05,IT,77.2
2018-06,IT,76.9
2018-07,IT,76.3
2018-08,IT,76.3
2018-09,IT,76.2
2018-10,IT,76.2
2018-11,IT,76.6
2018-12,IT,76.5
2019-01,IT,77.3
2019-02,IT,77.5
2019-03,IT,77.1
2019-04,IT,76.8
2019-05,IT,77.5
2019-06,IT,77.1
2019-07,IT,77.0
2019-08,IT,77.0
2019-09,IT,76.7
2019-10,IT,76.8
2019-11,IT,77.2
2019-12,IT,77.1
2020-01,IT,77.9
2020-02,IT,77.9
2020-03,IT,78.2
2020-04,IT,79.1
2020-05,IT,79.6
2020-06,IT,79.1
2020-07,IT,78.0
2020-08,IT,77.8
2020-09,IT,77.6
2020-10,IT,77.9
2020-11,IT,78.3
2020-12,IT,77.8
2021-01,IT,78.3
2021-02,IT,78.1
2021-03,IT,78.1
2021-04,IT,78.7
2021-05,IT,78.9
2021-06,IT,78.6
2021-07,IT,78.1
2021-08,IT,78.5
2021-09,IT,78.5
2021-10,IT,78.8
2021-11,IT,79.4
2021-12,IT,80.0
2022-01,IT,81.2
2022-02,IT,82.0
2022-03,IT,82.7
2022-04,IT,83.8
2022-05,IT,84.9
2022-06,IT,85.8
2022-07,IT,86.0
2022-08,IT,86.8
2022-09,IT,87.8
2022-10,IT,89.5
2022-11,IT,90.3
2022-12,IT,90.6
2023-01,IT,91.5
2023-02,IT,93.0
2023-03,IT,93.7
2023-04,IT,94.1
2023-05,IT,95.0
2023-06,IT,95.3
2023-07,IT,95.4
2023-08,IT,95.6
2023-09,IT,95.6
2023-10,IT,95.5
2023-11,IT,95.8
2023-12,IT,96.1
2018-01,DE,70.23
2018-02,DE,70.16
2018-03,DE,70.3
2018-04,DE,70.33
2018-05,DE,70.44
2018-06,DE,70.18
2018-07,DE,69.86
2018-08,DE,69.67
2018-09,DE,70.34
2018-10,DE,70.24
2018-11,DE,70.11
2018-12,DE,70.38
2019-01,DE,70.74
2019-02,DE,71.11
2019-03,DE,70.75
2019-04,DE,70.79
2019-05,DE,71.07
2019-06,DE,71.14
2019-07,DE,71.41
2019-08,DE,71.55
2019-09,DE,71.42
2019-10,DE,71.13
2019-11,DE,71.48
2019-12,DE,71.88
2020-01,DE,72.57
2020-02,DE,73.57
2020-03,DE,73.45
2020-04,DE,74.3
2020-05,DE,74.32
2020-06,DE,74.25
2020-07,DE,72.24
2020-08,DE,72.05
2020-09,DE,71.9
2020-10,DE,72.18
2020-11,DE,72.5
2020-12,DE,72.23
2021-01,DE,74.09
2021-02,DE,74.67
2021-03,DE,74.63
2021-04,DE,75.55
2021-05,DE,75.32
2021-06,DE,75.09
2021-07,DE,75.35
2021-08,DE,75.34
2021-09,DE,75.37
2021-10,DE,75.35
2021-11,DE,75.73
2021-12,DE,76.55
2022-01,DE,77.75
2022-02,DE,78.56
2022-03,DE,79.24
2022-04,DE,81.96
2022-05,DE,83.6
2022-06,DE,84.48
2022-07,DE,86.32
2022-08,DE,87.66
2022-09,DE,89.2
2022-10,DE,90.35
2022-11,DE,91.52
2022-12,DE,92.24
2023-01,DE,93.72
2023-02,DE,96.05
2023-03,DE,97.35
2023-04,DE,96.66
2023-05,DE,96.52
2023-06,DE,96.45
2023-07,DE,96.2
2023-08,DE,95.94
2023-09,DE,96.27
2023-10,DE,96.27
2023-11,DE,96.79
2023-12,DE,96.96
2018-01,ES,71.61
2018-02,ES,71.47
2018-03,ES,71.53
2018-04,ES,71.65
2018-05,ES,72.15
2018-06,ES,72.51
2018-07,ES,71.96
2018-08,ES,71.98
2018-09,ES,71.99
2018-10,ES,72.91
2018-11,ES,72.5
2018-12,ES,72.36
2019-01,ES,72.29
2019-02,ES,72.46
2019-03,ES,72.18
2019-04,ES,72.17
2019-05,ES,72.49
2019-06,ES,72.79
2019-07,ES,72.59
2019-08,ES,72.69
2019-09,ES,72.6
2019-10,ES,73.76
2019-11,ES,73.71
2019-12,ES,73.61
2020-01,ES,73.8
2020-02,ES,73.92
2020-03,ES,74.01
2020-04,ES,75.12
2020-05,ES,75.09
2020-06,ES,74.87
2020-07,ES,74.22
2020-08,ES,74.29
2020-09,ES,74.37
2020-10,ES,75.45
2020-11,ES,74.7
2020-12,ES,74.44
2021-01,ES,74.91
2021-02,ES,74.91
2021-03,ES,74.92
2021-04,ES,75.16
2021-05,ES,75.49
2021-06,ES,75.5
2021-07,ES,75.32
2021-08,ES,75.54
2021-09,ES,75.48
2021-10,ES,76.53
2021-11,ES,76.97
2021-12,ES,78.0
2022-01,ES,78.52
2022-02,ES,79.11
2022-03,ES,80.07
2022-04,ES,82.93
2022-05,ES,83.96
2022-06,ES,85.53
2022-07,ES,85.75
2022-08,ES,86.17
2022-09,ES,86.59
2022-10,ES,88.64
2022-11,ES,89.02
2022-12,ES,90.42
2023-01,ES,90.67
2023-02,ES,92.33
2023-03,ES,93.33
2023-04,ES,93.57
2023-05,ES,93.96
2023-06,ES,94.29
2023-07,ES,94.99
2023-08,ES,95.17
2023-09,ES,95.66
2023-10,ES,96.93
2023-11,ES,97.05
2023-12,ES,97.0
2018-01,FR,76.1
2018-02,FR,75.98
2018-03,FR,76.31
2018-04,FR,76.34
2018-05,FR,77.14
2018-06,FR,76.97
2018-07,FR,77.03
2018-08,FR,77.21
2018-09,FR,77.72
2018-10,FR,77.54
2018-11,FR,77.33
2018-12,FR,77.85
2019-01,FR,78.31
2019-02,FR,78.35
2019-03,FR,78.1
2019-04,FR,78.14
2019-05,FR,78.76
2019-06,FR,78.86
2019-07,FR,79.38
2019-08,FR,79.81
2019-09,FR,79.33
2019-10,FR,78.9
2019-11,FR,79.01
2019-12,FR,79.54
2020-01,FR,79.92
2020-02,FR,79.85
2020-03,FR,79.81
2020-04,FR,81.68
2020-05,FR,82.17
2020-06,FR,81.31
2020-07,FR,80.34
2020-08,FR,80.53
2020-09,FR,80.11
2020-10,FR,80.3
2020-11,FR,80.88
2020-12,FR,80.54
2021-01,FR,80.81
2021-02,FR,80.59
2021-03,FR,80.64
2021-04,FR,81.18
2021-05,FR,81.73
2021-06,FR,81.04
2021-07,FR,81.15
2021-08,FR,81.76
2021-09,FR,81.07
2021-10,FR,80.9
2021-11,FR,81.24
2021-12,FR,81.74
2022-01,FR,82.28
2022-02,FR,82.59
2022-03,FR,83.38
2022-04,FR,84.66
2022-05,FR,85.51
2022-06,FR,86.23
2022-07,FR,87.1
2022-08,FR,88.69
2022-09,FR,89.85
2022-10,FR,91.56
2022-11,FR,91.97
2022-12,FR,92.4
2023-01,FR,94.09
2023-02,FR,95.83
2023-03,FR,97.67
2023-04,FR,98.1
2023-05,FR,98.36
2023-06,FR,98.58
2023-07,FR,98.6
2023-08,FR,98.96
2023-09,FR,98.71
2023-10,FR,98.74
2023-11,FR,99.18
2023-12,FR,99.24
2018-01,IT,77.0
2018-02,IT,76.3
2018-03,IT,76.5
2018-04,IT,76.7
2018-05,IT,77.3
2018-06,IT,77.1
2018-07,IT,76.4
2018-08,IT,76.4
2018-09,IT,76.3
2018-10,IT,76.3
2018-11,IT,76.7
2018-12,IT,76.7
2019-01,IT,77.4
2019-02,IT,77.8
2019-03,IT,77.3
2019-04,IT,76.9
2019-05,IT,77.7
2019-06,IT,77.3
2019-07,IT,77.1
2019-08,IT,77.1
2019-09,IT,76.8
2019-10,IT,76.9
2019-11,IT,77.4
2019-12,IT,77.4
2020-01,IT,78.1
2020-02,IT,78.2
2020-03,IT,78.4
2020-04,IT,79.4
2020-05,IT,79.9
2020-06,IT,79.4
2020-07,IT,78.3
2020-08,IT,78.0
2020-09,IT,77.9
2020-10,IT,78.2
2020-11,IT,78.6
2020-12,IT,78.1
2021-01,IT,78.5
2021-02,IT,78.4
2021-03,IT,78.4
2021-04,IT,78.9
2021-05,IT,79.3
2021-06,IT,78.9
2021-07,IT,78.4
2021-08,IT,78.7
2021-09,IT,78.8
2021-10,IT,79.1
2021-11,IT,79.8
2021-12,IT,80.4
2022-01,IT,81.6
2022-02,IT,82.4
2022-03,IT,83.2
2022-04,IT,84.3
2022-05,IT,85.4
2022-06,IT,86.3
2022-07,IT,86.4
2022-08,IT,87.2
2022-09,IT,88.3
2022-10,IT,90.0
2022-11,IT,90.8
2022-12,IT,91.1
2023-01,IT,91.9
2023-02,IT,93.5
2023-03,IT,94.2
2023-04,IT,94.6
2023-05,IT,95.5
2023-06,IT,95.9
2023-07,IT,95.9
2023-08,IT,96.0
2023-09,IT,96.1
2023-10,IT,96.0
2023-11,IT,96.4
2023-12,IT,96.7
2018-01,DE,68.25
2018-02,DE,68.42
2018-03,DE,68.35
2018-04,DE,68.64
2018-05,DE,68.63
2018-06,DE,68.77
2018-07,DE,68.59
2018-08,DE,68.9
2018-09,DE,68.92
2018-10,DE,69.1
2018-11,DE,69.43
2018-12,DE,69.58
2019-01,DE,69.77
2019-02,DE,70.02
2019-03,DE,70.18
2019-04,DE,70.41
2019-05,DE,70.46
2019-06,DE,70.61
2019-07,DE,70.8
2019-08,DE,70.98
2019-09,DE,71.01
2019-10,DE,71.01
2019-11,DE,71.03
2019-12,DE,71.34
2020-01,DE,71.61
2020-02,DE,71.6
2020-03,DE,71.67
2020-04,DE,72.01
2020-05,DE,71.9
2020-06,DE,72.29
2020-07,DE,70.8
2020-08,DE,70.97
2020-09,DE,70.88
2020-10,DE,70.8
2020-11,DE,71.11
2020-12,DE,71.23
2021-01,DE,72.53
2021-02,DE,72.93
2021-03,DE,73.22
2021-04,DE,73.35
2021-05,DE,73.52
2021-06,DE,73.59
2021-07,DE,73.82
2021-08,DE,74.1
2021-09,DE,74.59
2021-10,DE,74.68
2021-11,DE,75.11
2021-12,DE,75.75
2022-01,DE,76.38
2022-02,DE,77.07
2022-03,DE,77.84
2022-04,DE,80.01
2022-05,DE,81.77
2022-06,DE,83.27
2022-07,DE,85.43
2022-08,DE,86.97
2022-09,DE,88.31
2022-10,DE,89.29
2022-11,DE,90.81
2022-12,DE,91.66
2023-01,DE,93.5
2023-02,DE,95.49
2023-03,DE,96.28
2023-04,DE,96.87
2023-05,DE,97.22
2023-06,DE,97.97
2023-07,DE,98.18
2023-08,DE,97.95
2023-09,DE,98.35
2023-10,DE,98.53
2023-11,DE,98.73
2023-12,DE,98.66
2018-01,ES,73.96
2018-02,ES,74.09
2018-03,ES,74.09
2018-04,ES,74.21
2018-05,ES,74.49
2018-06,ES,74.45
2018-07,ES,74.58
2018-08,ES,74.65
2018-09,ES,74.73
2018-10,ES,74.82
2018-11,ES,74.75
2018-12,ES,74.94
2019-01,ES,75.05
2019-02,ES,75.19
2019-03,ES,75.28
2019-04,ES,75.43
2019-05,ES,75.38
2019-06,ES,75.43
2019-07,ES,75.51
2019-08,ES,75.73
2019-09,ES,75.4
2019-10,ES,75.65
2019-11,ES,75.68
2019-12,ES,75.64
2020-01,ES,75.72
2020-02,ES,75.9
2020-03,ES,76.04
2020-04,ES,76.35
2020-05,ES,76.52
2020-06,ES,76.3
2020-07,ES,76.08
2020-08,ES,76.04
2020-09,ES,75.91
2020-10,ES,75.83
2020-11,ES,75.78
2020-12,ES,75.91
2021-01,ES,75.76
2021-02,ES,75.74
2021-03,ES,75.79
2021-04,ES,76.12
2021-05,ES,76.1
2021-06,ES,76.17
2021-07,ES,76.26
2021-08,ES,76.47
2021-09,ES,76.54
2021-10,ES,77.22
2021-11,ES,77.71
2021-12,ES,79.38
2022-01,ES,80.53
2022-02,ES,81.65
2022-03,ES,82.06
2022-04,ES,85.83
2022-05,ES,87.8
2022-06,ES,89.17
2022-07,ES,90.49
2022-08,ES,91.3
2022-09,ES,91.54
2022-10,ES,92.21
2022-11,ES,93.03
2022-12,ES,95.25
2023-01,ES,95.6
2023-02,ES,96.93
2023-03,ES,97.36
2023-04,ES,97.69
2023-05,ES,97.81
2023-06,ES,98.04
2023-07,ES,97.94
2023-08,ES,98.15
2023-09,ES,98.07
2023-10,ES,98.11
2023-11,ES,98.12
2023-12,ES,98.54
2018-01,FR,79.25
2018-02,FR,79.18
2018-03,FR,79.27
2018-04,FR,79.31
2018-05,FR,79.57
2018-06,FR,79.81
2018-07,FR,79.92
2018-08,FR,80.07
2018-09,FR,80.05
2018-10,FR,80.07
2018-11,FR,80.13
2018-12,FR,80.29
2019-01,FR,80.47
2019-02,FR,80.66
2019-03,FR,80.86
2019-04,FR,80.97
2019-05,FR,80.98
2019-06,FR,81.09
2019-07,FR,80.99
2019-08,FR,81.09
2019-09,FR,80.99
2019-10,FR,81.04
2019-11,FR,81.08
2019-12,FR,81.12
2020-01,FR,81.12
2020-02,FR,81.09
2020-03,FR,81.18
2020-04,FR,82.57
2020-05,FR,82.07
2020-06,FR,81.7
2020-07,FR,81.49
2020-08,FR,81.42
2020-09,FR,81.25
2020-10,FR,81.2
2020-11,FR,81.19
2020-12,FR,81.24
2021-01,FR,81.28
2021-02,FR,81.34
2021-03,FR,81.56
2021-04,FR,81.69
2021-05,FR,81.76
2021-06,FR,81.59
2021-07,FR,81.69
2021-08,FR,81.86
2021-09,FR,81.75
2021-10,FR,81.9
2021-11,FR,82.3
2021-12,FR,82.72
2022-01,FR,83.38
2022-02,FR,83.65
2022-03,FR,84.38
2022-04,FR,85.07
2022-05,FR,86.36
2022-06,FR,87.04
2022-07,FR,87.88
2022-08,FR,89.27
2022-09,FR,89.78
2022-10,FR,90.99
2022-11,FR,91.85
2022-12,FR,92.56
2023-01,FR,94.22
2023-02,FR,95.3
2023-03,FR,97.02
2023-04,FR,98.13
2023-05,FR,98.63
2023-06,FR,98.87
2023-07,FR,99.02
2023-08,FR,99.33
2023-09,FR,99.34
2023-10,FR,99.33
2023-11,FR,99.49
2023-12,FR,99.36
2018-01,IT,78.4
2018-02,IT,77.5
2018-03,IT,77.9
2018-04,IT,78.5
2018-05,IT,78.1
2018-06,IT,78.7
2018-07,IT,78.4
2018-08,IT,78.7
2018-09,IT,78.1
2018-10,IT,77.9
2018-11,IT,78.2
2018-12,IT,77.7
2019-01,IT,78.3
2019-02,IT,78.0
2019-03,IT,78.2
2019-04,IT,78.3
2019-05,IT,78.5
2019-06,IT,78.7
2019-07,IT,78.9
2019-08,IT,79.1
2019-09,IT,78.3
2019-10,IT,78.3
2019-11,IT,78.5
2019-12,IT,78.2
2020-01,IT,78.5
2020-02,IT,78.2
2020-03,IT,79.0
2020-04,IT,79.6
2020-05,IT,79.8
2020-06,IT,79.6
2020-07,IT,79.2
2020-08,IT,79.3
2020-09,IT,78.4
2020-10,IT,78.2
2020-11,IT,78.7
2020-12,IT,78.6
2021-01,IT,78.9
2021-02,IT,78.3
2021-03,IT,78.8
2021-04,IT,79.0
2021-05,IT,78.9
2021-06,IT,79.1
2021-07,IT,79.2
2021-08,IT,79.4
2021-09,IT,79.1
2021-10,IT,79.2
2021-11,IT,80.3
2021-12,IT,81.0
2022-01,IT,81.9
2022-02,IT,82.4
2022-03,IT,83.6
2022-04,IT,85.4
2022-05,IT,86.4
2022-06,IT,88.2
2022-07,IT,89.8
2022-08,IT,90.8
2022-09,IT,91.1
2022-10,IT,92.7
2022-11,IT,94.2
2022-12,IT,95.2
2023-01,IT,96.2
2023-02,IT,97.4
2023-03,IT,98.2
2023-04,IT,98.8
2023-05,IT,99.1
2023-06,IT,99.3
2023-07,IT,99.4
2023-08,IT,99.9
2023-09,IT,98.9
2023-10,IT,98.7
2023-11,IT,98.8
2023-12,IT,98.8
2018-01,DE,64.67
2018-02,DE,65.89
2018-03,DE,66.63
2018-04,DE,66.86
2018-05,DE,66.5
2018-06,DE,66.99
2018-07,DE,67.11
2018-08,DE,67.39
2018-09,DE,67.15
2018-10,DE,67.48
2018-11,DE,67.17
2018-12,DE,67.58
2019-01,DE,67.7
2019-02,DE,68.73
2019-03,DE,69.63
2019-04,DE,70.0
2019-05,DE,70.13
2019-06,DE,70.16
2019-07,DE,70.68
2019-08,DE,69.7
2019-09,DE,70.28
2019-10,DE,70.35
2019-11,DE,70.28
2019-12,DE,70.13
2020-01,DE,70.29
